productCode	productName	productSale	categoryID	productStatus	productPrice	productOldPrice	productSize	productDescription	productImagesDetail	productImages	productInfo
MBL258	Áo thun CRANE FLOWER hoa Thiên Điểu		C05	Available	390,000đ	N/A	S, M, L	 'Mô tả sản phẩm'; 'MONAT BLUE Tee CRANE FLOWER - Áo thun in DTG hoa Thiên Điểu chất cotton unisexThương hiệu:'; 'Áo thun trắng basic với họa tiết những bông hoa thiên điểu đầy màu sắc in nổi bật. Chất liệu cotton mềm mại, thoáng mát, thấm hút mồ hôi tốt. Kiểu dáng đơn giản, dễ phối đồ. Phù hợp cho cả nam và nữ. Có thể mặc đi học, đi chơi, đi làm,...'; 'Chi tiết sản phẩm:'; 'Họa tiết hoa cỏ được in bằng kỹ thuật in DTG ( In kỹ thuật số) mực thấm vào sợi chỉ không giống với các loại in decan. Kỹ thuật in DTG giúp áo không bị bí nóng , đảm bảo độ bền đẹp. Đường may chắc chắn, tỉ mỉ. Cổ áo tròn, tay ngắn. Form áo ôm vừa vặn, tôn dáng người mặc.'; 'Hướng dẫn bảo quản:'; 'Giặt máy hoặc giặt tay với nước lạnh. Phơi khô trong bóng râm. Không sấy khô. Ủi ở nhiệt độ thấp.'	https://monatabluelight.com/images/products/2024/05/03/original/mặt-trước1714726721_1714726721.jpg,https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714726721_1714726721.jpg,https://monatabluelight.com/images/products/2024/05/03/small/mặt-trước1714726721_1714726721.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 2_1714726766_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Mặt trước_1714726767_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 3_1714726767_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 1_1714726768_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0567 vuong_1714726830_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0569 vuong_1714726831_1.jpg,	https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714726721_1714726721.jpg,https://monatabluelight.com/images/products/2024/05/03/large/chi-tiết-11714726721_1714726721.jpg	https://cf.shopee.vn/file/vn-11134208-7r98o-luufud9qooiaa8
MBL257	Áo thun SUMMER JOURNEY Hành trình mùa hè		C05	Available	390,000đ	N/A	S, M, L	 'Áo thun MONAT BLUE Tee SUMMER JOURNEY'; 'Mô tả:'; 'Áo thun form rộng unisex, phù hợp cho cả nam và nữ. Chất liệu cotton 100% mềm mại, thoáng mát, thấm hút mồ hôi tốt. Họa tiết in kỹ thuật số DTG (Direct-to-Garment) sắc nét, bền đẹp. Họa tiết in trên áo là hình ảnh một chiếc xe jeep cổ điển đang chạy trên con đường ven biển, cùng với dòng chữ "SUMMER JOURNEY" (Hành trình mùa hè) hiện tinh thần tự do, phóng khoáng và yêu thích du lịch.Kiểu dáng đơn giản, dễ phối đồ. Có thể mặc đi học, đi chơi, đi làm,...'; 'Chi tiết sản phẩm:'; 'Họa tiết hoa cỏ được in bằng kỹ thuật in DTG ( In kỹ thuật số) mực thấm vào sợi chỉ không giống với các loại in decan. Kỹ thuật in DTG giúp áo không bị bí nóng , đảm bảo độ bền đẹp. Đường may chắc chắn, tỉ mỉ. Cổ áo tròn, tay ngắn. Form áo ôm vừa vặn, tôn dáng người mặc.'	https://monatabluelight.com/images/products/2024/05/03/original/mặt-trước1714726447_1714726447.jpg,https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714726447_1714726447.jpg,https://monatabluelight.com/images/products/2024/05/03/small/mặt-trước1714726447_1714726447.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0674 vuong_1714726547_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0666 vuong_1714726558_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 1_1714726515_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 2_1714726514_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 3_1714726515_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 4_1714726514_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Mặt trước_1714726516_1.jpg,	https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714726447_1714726447.jpg,https://monatabluelight.com/images/products/2024/05/03/large/chi-tiết-11714726448_1714726448.jpg	https://cf.shopee.vn/file/vn-11134208-7r98o-luufud9qn9xu13
MBL256	Áo thun in Logo Basic EST		C05	Available	350,000đ	N/A	S, M, L	 'Mô tả sản phẩm: Áo thun MONATBLUE Est.2020'; 'Mô tả:'; 'Áo thun form rộng unisex, phù hợp cho cả nam và nữ. Chất liệu cotton 100% mềm mại, thoáng mát, thấm hút mồ hôi tốt. Ngực áo in logo "MONATBLUE" cách điệu với dòng chữ "Est.2020" (thành lập năm 2020) bên dưới. Kiểu dáng đơn giản, dễ phối đồ. Thích hợp đi học, đi chơi, đi làm,...'; 'Chi tiết sản phẩm:'; 'Logo được in bằng kỹ thuật in DTG (in kỹ thuật số) cao cấp, đảm bảo độ bền đẹp. Đường may chắc chắn, tỉ mỉ. Cổ áo tròn, tay ngắn. Form áo rộng rãi, thoải mái.'; 'Hướng dẫn bảo quản:'; 'Giặt máy hoặc giặt tay với nước lạnh. Phơi khô trong bóng râm. Không sấy khô. Ủi ở nhiệt độ thấp.'	https://monatabluelight.com/images/products/2024/05/03/original/mặt-trước1714725695_1714725695.jpg,https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714725695_1714725695.jpg,https://monatabluelight.com/images/products/2024/05/03/small/mặt-trước1714725695_1714725695.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0547. vuong_1714725870_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0560 vuong_1714725869_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 1_1714725837_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 2_1714725836_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 3_1714725836_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0487 vuong_1714725871_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Mặt trước_1714725841_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 1_1714725841_1.jpg,	https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714725695_1714725695.jpg,https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714725696_1714725696.jpg	https://cf.shopee.vn/file/vn-11134208-7r98o-luufud9qlvde4d
MBL254	Áo thun Lily Flower		C05	Available	390,000đ	N/A	S, M, L	 ''; 'MONAT BLUE Tee LILY FLOWER - Áo thun in DTG hoa Hoa LiLy chất cotton unisex'; 'Mô tả:'; 'Áo thun Cream\xa0basic với họa tiết những bông hoa huệ đầy màu sắc in nổi bật. Chất liệu cotton mềm mại, thoáng mát, thấm hút mồ hôi tốt.Kiểu dáng đơn giản, dễ phối đồ. Phù hợp cho cả nam và nữ. Có thể mặc đi học, đi chơi, đi làm,...'; 'Chi tiết sản phẩm:'; 'Họa tiết hoa cỏ được in bằng kỹ thuật in DTG ( in kỹ thuật số), đảm bảo độ bền đẹp. Đường may chắc chắn, tỉ mỉ. Cổ áo tròn, tay ngắn.Form áo ôm vừa vặn, tôn dáng người mặc.'; 'Hướng dẫn bảo quản:'; 'Giặt máy hoặc giặt tay với nước lạnh. Phơi khô trong bóng râm. Không sấy khô. Ủi ở nhiệt độ thấp.'; ''	https://monatabluelight.com/images/products/2024/05/03/original/mặt-trước1714712566_1714712566.jpg,https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714712566_1714712566.jpg,https://monatabluelight.com/images/products/2024/05/03/small/mặt-trước1714712566_1714712566.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF06332 vuong_1714714956_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0645 vuong_1714714959_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 1_1714714942_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 2_1714714942_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/Chi tiết 3_1714714942_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0517 vuong_1714714957_1.jpg,https://monatabluelight.com/images/products/2024/05/03/small/DSCF0535 vuong_1714714958_1.jpg,	https://monatabluelight.com/images/products/2024/05/03/large/mặt-trước1714712566_1714712566.jpg,https://monatabluelight.com/images/products/2024/05/04/large/chi-tiết-11714797102_1714797102.jpg	https://monatabluelight.com//upload_images/images/2024/04/30/tee.jpg
MBL253	Áo thun Classic Logo		C05	Available	320,000đ	N/A	S, M, L	 'ÁO THUN CLASSIC LOGO'; 'Áo thun với hình in Logo thương hiệu Monat blue phiên bản classic.'; 'Chi tiết sản phẩm:'; 'Họa tiết được in bằng kỹ thuật in DTG ( In kỹ thuật số) mực thấm vào sợi chỉ không giống với các loại in decan. Kỹ thuật in DTG giúp áo không bị bí nóng , đảm bảo độ bền đẹp. Đường may chắc chắn, tỉ mỉ. Cổ áo tròn, tay ngắn. Form áo ôm vừa vặn, tôn dáng người mặc.'; 'Hướng dẫn bảo quản:'; 'Giặt máy hoặc giặt tay với nước lạnh.Phơi khô trong bóng râm.Không sấy khô.Ủi ở nhiệt độ thấp.'	https://monatabluelight.com/images/products/2024/04/30/original/mặt-trước1714457177_1714457177.jpg,https://monatabluelight.com/images/products/2024/04/30/large/mặt-trước1714457177_1714457177.jpg,https://monatabluelight.com/images/products/2024/04/30/small/mặt-trước1714457177_1714457177.jpg,https://monatabluelight.com/images/products/2024/04/30/small/DSCF0694 vuong_1714473619_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/mặt-trước1714457177_1714457177_1714461781_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/Chi tiết 2_1714473553_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/Chi tiết 1_1714473552_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/DSCF0784 vuong_1714473621_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/Mặt trước_1714473581_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/Chi tiết 1_1714473582_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/Chi tiết 2_1714473582_1.jpg,https://monatabluelight.com/images/products/2024/04/30/small/Chi tiết 3_1714473581_1.jpg,	https://monatabluelight.com/images/products/2024/04/30/large/mặt-trước1714457177_1714457177.jpg,https://monatabluelight.com/images/products/2024/04/30/large/mặt-trước1714457178_1714457178.jpg	https://monatabluelight.com//upload_images/images/2024/04/30/tee.jpg
MBL252	Pants 233 Cream - Premium            	[20% off]	C07	Available	320,000đ	400,000đ	M, L, XL, 2XL, 3XL	 'Loại trang phục: Quần ống suông Unisex- Dùng để mang đi dạo phố, đi học, và những nơi làm việc không yêu cầu tính lịch sự quá cao ( Món đó khá là ưu thích của dân freelance, và những bạn trẻ)'; 'Độ tuổi phù hợp: Phù hợp với mọi lứa tuổi và giới tính, dễ mang, dễ mặc, và dễ phối đồ, có thể kết hợp với sơ mi, áo thun, polo... đều được.'; 'Mẫu quần basic, dễ dàng\xa0 kết hợp cho nhiều outfit. Pant233 Monata Bluelight phù hợp cho những bạn muốn tìm đến sự đơn giản và tinh tế ở một mẫu quần dáng suông, rộng vừa. Đa năng, với nhiều cách phối và nhiều màu sắc để lựa chọn.'; 'Sử dụng loại vải kaki mềm, độ co dãn thấp, vì thế khi mang lên, chiếc quần sẽ tạo được một phom dáng cứng cáp, mạnh mẽ hơn.'	https://monatabluelight.com/images/products/2024/05/04/original/cream1714797047_1714797047.jpg,https://monatabluelight.com/images/products/2024/05/04/large/cream1714797047_1714797047.jpg,https://monatabluelight.com/images/products/2024/05/04/small/cream1714797047_1714797047.jpg,https://monatabluelight.com/images/products/2024/03/06/small/6_1709718818_1.jpg,https://monatabluelight.com/images/products/2024/03/06/small/1.1_1709718817_1.jpg,https://monatabluelight.com/images/products/2024/03/06/small/3_1709718819_1.jpg,https://monatabluelight.com/images/products/2024/03/06/small/5.jpg,https://monatabluelight.com/images/products/2024/03/06/small/4.jpg,	https://monatabluelight.com/images/products/2024/05/04/large/cream1714797047_1714797047.jpg,https://monatabluelight.com/images/products/2024/05/04/large/z5223114903146_4cc0d75f5a8a7219bc4421420b9d33221714797048_1714797048.jpg	https://monatabluelight.com/upload_images/images/2023/03/20/pant233.jpg
MBL251	Tee Con Rồng Cháu Tiên            	[26% off]	C05	Available	260,000đ	350,000đ	S, M, L	 'Tee Con Rồng Cháu Tiên'; ''	https://monatabluelight.com/images/products/2024/02/05/original/trắng-trước_1707115191.jpg,https://monatabluelight.com/images/products/2024/02/05/large/trắng-trước_1707115191.jpg,https://monatabluelight.com/images/products/2024/02/05/small/trắng-trước_1707115191.jpg,https://monatabluelight.com/images/products/2024/02/05/small/4.jpg,https://monatabluelight.com/images/products/2024/02/05/small/2_1707115489_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/trắng trước.jpg,https://monatabluelight.com/images/products/2024/02/05/small/trắng sau.jpg,https://monatabluelight.com/images/products/2024/02/05/small/5.jpg,https://monatabluelight.com/images/products/2024/02/05/small/2.jpg,https://monatabluelight.com/images/products/2024/02/05/small/RCT đỏ trước.jpg,https://monatabluelight.com/images/products/2024/02/05/small/RCT đỏ sau.jpg,https://monatabluelight.com/images/products/2024/02/05/small/RCT cát trước.jpg,https://monatabluelight.com/images/products/2024/02/05/small/RCT cát sau.jpg,	https://monatabluelight.com/images/products/2024/02/05/large/trắng-trước_1707115191.jpg,https://monatabluelight.com/images/products/2024/02/05/large/trắng-sau_1707115191.jpg	https://monatabluelight.com//upload_images/images/tee_600x600.jpg
MBL250	Tee Rồng Vô Tri            	[26% off]	C05	Available	260,000đ	350,000đ	S, M, L	 'Tee Rồng Vô Tri'; 'Áo thun với thiết kế Rồng Vô Tri say Hello 2024'	https://monatabluelight.com/images/products/2024/02/05/original/áo-xah-rồng_1707114643.jpg,https://monatabluelight.com/images/products/2024/02/05/large/áo-xah-rồng_1707114643.jpg,https://monatabluelight.com/images/products/2024/02/05/small/áo-xah-rồng_1707114643.jpg,https://monatabluelight.com/images/products/2024/02/05/small/áo xah rồng.jpg,https://monatabluelight.com/images/products/2024/02/05/small/áo trắng rồng vô tri.jpg,	https://monatabluelight.com/images/products/2024/02/05/large/áo-xah-rồng_1707114643.jpg,	https://monatabluelight.com//upload_images/images/tee_600x600.jpg
MBL249	Tee Heart Black            	[26% off]	C05	Available	260,000đ	350,000đ	S, M, L	 'Tee Heart - Valentine 2024 version'; 'Sản phẩm áo thun với phiên bản Valentine 2024 với 3 sắc màu: Black - Red - Sky Blue'; 'Với thiết kế Trái tim được in mực nước DTG, đảm bảo độ bền lâu.'	https://monatabluelight.com/images/products/2024/02/05/original/en-heart-trước_1707113677.jpg,https://monatabluelight.com/images/products/2024/02/05/large/en-heart-trước_1707113677.jpg,https://monatabluelight.com/images/products/2024/02/05/small/en-heart-trước_1707113677.jpg,	https://monatabluelight.com/images/products/2024/02/05/large/en-heart-trước_1707113677.jpg,https://monatabluelight.com/images/products/2024/02/05/large/en-heart-sau_1707113210.jpg	https://monatabluelight.com//upload_images/images/tee_600x600.jpg
MBL248	Tee Heart Red            	[26% off]	C05	Available	260,000đ	350,000đ	S, M, L	 'Tee Heart - Valentine 2024 version'; 'Sản phẩm áo thun với phiên bản Valentine 2024 với 3 sắc màu: Black - Red - Sky Blue'; 'Với thiết kế Trái tim được in mực nước DTG, đảm bảo độ bền lâu.'	https://monatabluelight.com/images/products/2024/02/05/original/ỏ-heart-trước_1707113051.jpg,https://monatabluelight.com/images/products/2024/02/05/large/ỏ-heart-trước_1707113051.jpg,https://monatabluelight.com/images/products/2024/02/05/small/ỏ-heart-trước_1707113051.jpg,https://monatabluelight.com/images/products/2024/02/05/small/ỏ heart trước_1707112910_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/ỏ heart sau_1707112910_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/15.jpg,https://monatabluelight.com/images/products/2024/02/05/small/15_1707113011_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/en heart trước_1707113041_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/en heart sau_1707113040_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/tee sky truoc_1707113041_1.jpg,https://monatabluelight.com/images/products/2024/02/05/small/tee sky sau_1707113041_1.jpg,	https://monatabluelight.com/images/products/2024/02/05/large/ỏ-heart-trước_1707113051.jpg,https://monatabluelight.com/images/products/2024/02/05/large/ỏ-heart-sau_1707113052.jpg	https://monatabluelight.com//upload_images/images/tee_600x600.jpg
MBL247	Tee Heart Sky Blue            	[26% off]	C05	Available	260,000đ	350,000đ	S, M, L	 'Tee Heart - Valentine 2024 version'; 'Sản phẩm áo thun với phiên bản Valentine 2024 với 3 sắc màu: Black - Red - Sky Blue'; 'Với thiết kế Tráu tim được in mực nước DTG, đảm bảo độ bền lâu.'	https://monatabluelight.com/images/products/2024/02/05/original/tee-sky-truoc_1707113685.jpg,https://monatabluelight.com/images/products/2024/02/05/large/tee-sky-truoc_1707113685.jpg,https://monatabluelight.com/images/products/2024/02/05/small/tee-sky-truoc_1707113685.jpg,https://monatabluelight.com/images/products/2024/02/05/small/tee sky truoc.jpg,https://monatabluelight.com/images/products/2024/02/05/small/tee sky sau.jpg,https://monatabluelight.com/images/products/2024/02/05/small/đen heart trước.jpg,https://monatabluelight.com/images/products/2024/02/05/small/đen heart sau.jpg,https://monatabluelight.com/images/products/2024/02/05/small/đỏ heart trước.jpg,https://monatabluelight.com/images/products/2024/02/05/small/đỏ heart sau.jpg,https://monatabluelight.com/images/products/2024/02/05/small/14.jpg,	https://monatabluelight.com/images/products/2024/02/05/large/tee-sky-truoc_1707113685.jpg,https://monatabluelight.com/images/products/2024/02/05/large/tee-sky-sau_1707112266.jpg	https://monatabluelight.com//upload_images/images/tee_600x600.jpg
MBL246	Jacket M Icon            	[36% off]	C06	Available	350,000đ	550,000đ	M, L	 'Jacket M icon'; 'Mô tả sản phẩm: Đây là một chiếc áo khoác nỉ MONAT BLUE Jacket M icon với chất liệu nỉ cao cấp. Áo được thiết kế với tone màu kem và đen, tạo nên sự phối màu rất đẹp mắt và phong cách.'; 'Áo được trang bị khoá kéo chắc chắn, giúp bạn dễ dàng mặc áo vào và cởi ra. Logo của MONAT được thêu tỉ mỉ trên áo, tạo nên điểm nhấn thời trang và độc đáo.'; 'Đặc biệt, áo khoác này phù hợp cho cả nam và nữ, với kiểu dáng unisex. Bạn có thể tự tin mặc áo trong những dịp đi chơi, đi làm hay gặp gỡ bạn bè.'; 'Với MONAT BLUE Jacket M icon - Áo khoác Jacket Nỉ Unisex, bạn sẽ không chỉ có một chiếc áo ấm áp và thoải mái mà còn thể hiện phong cách basic thời thượng. Hãy trải nghiệm và cảm nhận sự hào hứng từ sản phẩm này ngay hôm nay!'	https://monatabluelight.com/images/products/2024/01/19/original/4x_1705640859.jpg,https://monatabluelight.com/images/products/2024/01/19/large/4x_1705640859.jpg,https://monatabluelight.com/images/products/2024/01/19/small/4x_1705640859.jpg,https://monatabluelight.com/images/products/2024/01/19/small/0.jpg,https://monatabluelight.com/images/products/2024/01/19/small/1x.jpg,https://monatabluelight.com/images/products/2024/01/19/small/2x.jpg,https://monatabluelight.com/images/products/2024/01/19/small/3.jpg,https://monatabluelight.com/images/products/2024/01/19/small/6x.jpg,https://monatabluelight.com/images/products/2024/01/19/small/5x.jpg,	https://monatabluelight.com/images/products/2024/01/19/large/4x_1705640859.jpg,	https://monatabluelight.com//upload_images/images/2024/01/19/jacket.jpg
MBL196	Cardigan Monat Blue (Black)            	[7% off]	C06	Available	550,000đ	590,000đ	M, L	 'Cardigan Monata'; 'Dòng sản phẩm Cardigan của Monata, với thiết kế đơn giản cùng logo "monat blue"'; ''	https://monatabluelight.com/images/products/2023/12/25/original/cardiden1_1703496884.jpg,https://monatabluelight.com/images/products/2023/12/25/large/cardiden1_1703496884.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardiden1_1703496884.jpg,https://monatabluelight.com/images/products/2023/12/25/small/den1.jpg,https://monatabluelight.com/images/products/2023/12/25/small/den2.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardiden1.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardiden3.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardiden2.jpg,https://monatabluelight.com/images/products/2022/12/17/small/3.JPG,	https://monatabluelight.com/images/products/2023/12/25/large/cardiden1_1703496884.jpg,https://monatabluelight.com/images/products/2023/12/25/large/den2_1703496553.jpg	https://monatabluelight.com//upload_images/images/2022/12/17/carrdi(1).jpg
MBL204	Cardigan Monat Blue (Cream)		C06	Available	550,000đ	N/A	M, L	 'Cardigan Monata'; 'Dòng sản phẩm Cardigan của Monata, với thiết kế đơn giản cùng logo "monat blue"'	https://monatabluelight.com/images/products/2023/12/25/original/cardibe1_1703496711.jpg,https://monatabluelight.com/images/products/2023/12/25/large/cardibe1_1703496711.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardibe1_1703496711.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardibe2.jpg,https://monatabluelight.com/images/products/2023/12/25/small/cardibe1.jpg,	https://monatabluelight.com/images/products/2023/12/25/large/cardibe1_1703496711.jpg,	https://monatabluelight.com//upload_images/images/carrdi(1).jpg
MBL244	Fabric Perfume 5ml (Nước hoa vải)		C08	Available	50,000đ	N/A	Freesize	 'Nước hoa xịt thơm vải Monat blue là sản phẩm được điều chế độc quyền với công thức khác biệt thị trường, mang đến trải nghiệm hài lòng từ lần xịt thử đầu tiên.'; 'Thể tích: 5ml'; 'Công dụng:'; 'Khử mùi ẩm, mốc, hôi trên quần áo, giúp quần áo luôn thơm tho, sạch sẽ.'; 'Ngăn ngừa nấm mốc, vi khuẩn, bảo vệ quần áo khỏi hư hỏng.'; 'Hương thơm nhẹ nhàng, dễ chịu, tạo cảm giác thư thái, thoải mái.'; 'Cách sử dụng:'; 'Lắc đều chai nước hoa trước khi sử dụng.'; 'Xịt nước hoa lên quần áo khô, cách xa khoảng 20 cm.'; 'Có thể xịt trực tiếp lên quần áo hoặc xịt vào tủ quần áo, ngăn kéo để khử mùi và lưu hương lâu.'; 'Lưu ý:'; 'Để xa tầm tay trẻ em.'; 'Tránh tiếp xúc với mắt.'; 'Không xịt trực tiếp vào da'; 'Hướng dẫn bảo quản:'; 'Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp.'; ''	https://monatabluelight.com/images/products/2023/12/22/original/bình-xịt_1703226858.png,https://monatabluelight.com/images/products/2023/12/22/large/bình-xịt_1703226858.png,https://monatabluelight.com/images/products/2023/12/22/small/bình-xịt_1703226858.png,https://monatabluelight.com/images/products/2023/12/22/small/4.png,https://monatabluelight.com/images/products/2023/12/22/small/2.png,https://monatabluelight.com/images/products/2023/12/22/small/3.png,https://monatabluelight.com/images/products/2023/12/22/small/6.png,	https://monatabluelight.com/images/products/2023/12/22/large/bình-xịt_1703226858.png,	https://monatabluelight.com//upload_images/images/2024/02/24/QR%20PAY.jpeg
MBL243	Sweater Four Seasons            	[36% off]	C04	OUTLET SALE	315,000đ	490,000đ	M, L	 'Sweater Four Seasons'; 'Sweater\xa0với thiết kế lấy cảm hứng từ 4 mùa Xuân - Hạ - Thu - Đông có chút dễ thương và ngộ nghĩnh.'; ''	https://monatabluelight.com/images/products/2023/12/21/original/swt-4season-den_1703176500.jpg,https://monatabluelight.com/images/products/2023/12/21/large/swt-4season-den_1703176500.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt-4season-den_1703176500.jpg,https://monatabluelight.com/images/products/2023/12/25/small/swt 4season đen.jpg,https://monatabluelight.com/images/products/2023/12/25/small/4season5.jpg,https://monatabluelight.com/images/products/2023/12/25/small/swt 4season kem.jpg,https://monatabluelight.com/images/products/2023/12/25/small/4season4.jpg,https://monatabluelight.com/images/products/2023/12/25/small/4season2.jpg,	https://monatabluelight.com/images/products/2023/12/21/large/swt-4season-den_1703176500.jpg,https://monatabluelight.com/images/products/2023/12/21/large/swt-4season-kem_1703176500.jpg	https://monatabluelight.com//upload_images/images/SWT_600x600.jpg
MBL245	Sweater Ocean            	[30% off]	C04	Available	315,000đ	450,000đ	M, L, XL	 'Sweater Ocean'; ''	https://monatabluelight.com/images/products/2024/01/06/original/swt-ocean_1704537779.jpg,https://monatabluelight.com/images/products/2024/01/06/large/swt-ocean_1704537779.jpg,https://monatabluelight.com/images/products/2024/01/06/small/swt-ocean_1704537779.jpg,https://monatabluelight.com/images/products/2024/01/06/small/swt ocean_1704537890_1.jpg,https://monatabluelight.com/images/products/2024/01/06/small/swt ocean.jpg,	https://monatabluelight.com/images/products/2024/01/06/large/swt-ocean_1704537779.jpg,	https://monatabluelight.com//upload_images/images/SWT_600x600.jpg
MBL241	Sweater Holiday icon Cream            	[30% off]	C04	OUTLET SALE	315,000đ	450,000đ	M, L	 'Sweater Holiday Icon'; 'Mẫu sweater với các icon với nét vẽ ngộ nghĩnh, dễ thương, đại diện cho những hoạt động của mùa cuối năm.'	https://monatabluelight.com/images/products/2023/12/21/original/swt-kem-holiday-truoc_1703175955.jpg,https://monatabluelight.com/images/products/2023/12/21/large/swt-kem-holiday-truoc_1703175955.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt-kem-holiday-truoc_1703175955.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt kem holiday truoc.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt kem holiday sau.png,https://monatabluelight.com/images/products/2023/12/25/small/holidaybe2.jpg,https://monatabluelight.com/images/products/2023/12/25/small/holidaybe1.jpg,	https://monatabluelight.com/images/products/2023/12/21/large/swt-kem-holiday-truoc_1703175955.jpg,https://monatabluelight.com/images/products/2023/12/21/large/swt-kem-holiday-sau_1703175955.png	https://monatabluelight.com//upload_images/images/SWT_600x600.jpg
MBL240	Sweater Basic Monat Blue            	[30% off]	C04	OUTLET SALE	315,000đ	450,000đ	M, L	 'Sweater basic Monat Blue'; 'Phiên bản mới 2024'	https://monatabluelight.com/images/products/2023/12/21/original/swt-kem-basic_1703175643.jpg,https://monatabluelight.com/images/products/2023/12/21/large/swt-kem-basic_1703175643.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt-kem-basic_1703175643.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt kem basic.jpg,https://monatabluelight.com/images/products/2023/12/25/small/basic be5.jpg,https://monatabluelight.com/images/products/2023/12/25/small/basic be3.jpg,https://monatabluelight.com/images/products/2023/12/21/small/swt đen basic.jpg,https://monatabluelight.com/images/products/2023/12/25/small/basicden1.jpg,https://monatabluelight.com/images/products/2023/12/25/small/basicden2.jpg,	https://monatabluelight.com/images/products/2023/12/21/large/swt-kem-basic_1703175643.jpg,https://monatabluelight.com/images/products/2023/12/21/large/swt-den-basic_1703175643.jpg	https://monatabluelight.com//upload_images/images/SWT_600x600.jpg
